iatiidentifier,donor_ref,donor,org_type,x1_donor_type,a01,a02,modality,declared_activity,declared_transaction,status_code,status_name,recipient_main,commitment_usd,disbursement_usd,n_disb_years,first_disb_year,last_disb_year,planned_start,actual_start,planned_end,actual_end,y2_early_days,planned_duration_days,budget_orig,n_budget_lines,budget_ccy,commitment_usd_full,disbursement_usd_full,n_disb_years_full,finance_type,finance_type_name,flow_type,flow_type_name,tied_status,collaboration_type,collaboration_type_name,hierarchy,cp_eligible,complete_flag,y1_gap,y1_gap_full
44000-P166159,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PA,100000000,100000000,1,2018,2018,2018-04-26,2018-06-15,2019-12-31,2019-12-31,0,614,-82761162.42,4,USD,100000000,100000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P508348,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,PA,NA,NA,NA,NA,NA,2025-12-18,2025-12-18,2026-12-31,2026-12-31,0,378,-2116110425.56,4,USD,1100000000,500000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,NA,0.5454545454545454
44000-P181306,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PA,NA,NA,NA,NA,NA,2024-03-29,2024-03-22,2025-12-31,2025-12-31,0,642,-626958679,4,USD,350000000,350000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0
44000-P151804,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PA,300000000,300000000,1,2015,2015,2015-06-02,2015-04-07,2016-04-30,2016-04-30,0,333,-128516052.5,4,USD,300000000,300000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P122738,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PA,0,66000000,1,2016,2020,2011-07-14,2011-10-18,2021-06-30,2021-06-30,0,3639,18441603.18,4,USD,66000000,66000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0
44000-P127332,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PA,0,0,0,NA,NA,2012-04-05,2013-03-26,2014-06-30,2014-06-30,0,816,-12722631.4,4,USD,100000000,100000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0
44000-P175930,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PA,250000000,250000000,1,2022,2022,2021-12-01,2022-06-24,2023-12-29,2023-12-29,0,758,-340910605.12,4,USD,250000000,250000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P179817,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PA,150000000,150000000,1,2023,2023,2023-04-05,2023-04-27,2025-12-31,2025-12-31,0,1001,-216731834.52,4,USD,150000000,150000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P146942,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PA,0,200000000,1,2014,2014,2014-01-23,2013-12-30,2015-01-30,2015-01-30,0,372,-42190450.72,4,USD,200000000,200000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0
44000-P174107,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PA,300000000,300000000,1,2020,2021,2020-07-31,2020-12-08,2021-12-31,2021-12-31,0,518,-334029089.6,4,USD,300000000,300000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P174191,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,PA,100000000,0,0,NA,NA,2021-01-14,2022-03-14,2028-03-14,2028-03-14,0,2616,-123846648.78,4,USD,100000000,68000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,1,0.31999999999999995
44000-P501661,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NG,NA,NA,NA,NA,NA,2024-06-13,2024-06-13,2025-12-31,2025-12-31,0,566,-2877702400.7,4,USD,1500000000,1500000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0
44000-P130012,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NG,0,101760555,1,2014,2014,2012-11-15,2013-06-28,2015-03-31,2015-03-31,0,866,-175990690.98,4,USD,100000000,101760555,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,-0.01760555000000008
44000-P123353,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NG,NA,NA,NA,NA,NA,2011-09-29,2012-03-29,2014-06-30,2014-06-30,0,1005,-122311123.14,4,USD,75000000,73301800,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0.0226426666666667
44000-P123352,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NG,200000000,197996752,1,2014,2014,2011-09-29,2014-03-27,2015-05-31,2015-05-31,0,1340,-236656431.2,4,USD,200000000,197996752,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.01001624000000001,0.01001624000000001
44000-P151480,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NG,75000000,74396673,1,2015,2016,2015-01-26,2015-04-29,2016-12-31,2016-12-31,0,705,-89973526.4,4,USD,75000000,74396673,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.008044359999999973,0.008044359999999973
44000-P177776,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,100000000,95593446,1,2022,2022,2022-06-15,2022-07-14,2023-06-30,2023-06-30,0,380,-186191320.26,4,USD,100000000,95593446,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.04406553999999996,0.04406553999999996
44000-P159547,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,100000000,99330255,1,2018,2019,2017-03-31,2018-08-07,2019-06-30,2019-06-30,0,821,-179503490.94,4,USD,100000000,99330255,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.006697449999999994,0.006697449999999994
44000-P170248,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,100000000,101213373,1,2020,2020,2019-12-30,2020-06-02,2021-06-30,2021-06-30,0,548,-193877268.2,4,USD,100000000,101213373,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,-0.012133729999999954,-0.012133729999999954
44000-P173044,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,200000000,210705786,1,2020,2021,2020-07-07,2020-09-17,2021-06-30,2021-06-30,0,358,-406072960.52,4,USD,200000000,210705786,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,-0.05352892999999992,-0.05352892999999992
44000-P176881,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,150000000,144929554,1,2022,2022,2022-02-24,2022-03-24,2023-06-30,2023-06-30,0,491,-281865649.58,4,USD,150000000,144929554,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.033802973333333375,0.033802973333333375
44000-P178531,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,NA,NA,NA,NA,NA,2024-05-06,2024-05-06,2025-04-25,2025-04-25,0,354,-158084843.82,4,USD,80000000,79987050,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,1.61874999999978e-4
44000-P173982,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,150000000,149060890,1,2021,2021,2021-06-16,2021-06-16,2022-05-31,2022-05-31,0,349,-288031707.6,4,USD,150000000,149060890,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.006260733333333324,0.006260733333333324
44000-P168869,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,100000000,99140708,1,2019,2019,2019-03-28,2019-06-13,2020-06-30,2020-06-30,0,460,-182456825.3,4,USD,100000000,99140708,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.008592920000000004,0.008592920000000004
44000-P176498,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,NA,NA,NA,NA,NA,2022-10-10,2024-02-29,2025-02-28,2025-02-28,0,872,-193705592.36,4,USD,100000000,98095270,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0.01904729999999999
44000-P181344,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,NP,NA,NA,NA,NA,NA,2024-09-30,2024-10-08,2027-11-30,2027-11-30,0,1156,-276937870.74,4,USD,150000000,139364732,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,NA,0.07090178666666669
44000-P178687,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,NA,NA,NA,NA,NA,2024-12-12,2024-12-12,2025-12-15,2025-12-15,0,368,-198333874.56,4,USD,100000000,99996786,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,3.213999999995831e-5
44000-P166788,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NP,50000000,25522448,1,2020,2020,2019-04-30,2020-03-10,2024-11-30,2024-11-30,0,2041,-94433974.82,4,USD,50000000,49342591,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.48955104000000005,0.013148179999999954
44000-P170477,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,50000000,50000000,1,2020,2021,2019-06-27,2020-03-24,2021-06-30,2021-06-30,0,734,-55282660.58,36,USD,50000000,50000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P174440,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,750000000,750000000,1,2021,2021,2021-02-22,2021-03-25,2022-05-31,2022-05-31,0,463,-922395795.44,18,USD,750000000,750000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P101177,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,0,310000000,1,2015,2015,2008-03-20,2009-04-09,2015-09-08,2015-09-08,0,2728,-248265705.46,100,USD,330000000,330000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0
44000-P101471,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,0,310000000,1,2015,2015,2008-05-18,2009-02-17,2015-09-08,2015-09-08,0,2669,25478167.96,100,USD,330000000,330000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0
44000-P120860,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,-100000000,0,0,NA,NA,2010-09-15,2010-12-09,2019-12-09,2019-12-09,0,3372,0,98,USD,0,0,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,NA
44000-P131028,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,NA,NA,NA,NA,NA,2012-11-15,2012-12-13,2013-12-31,2013-12-31,0,411,6471366.74,4,USD,45000000,45000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0
44000-P149831,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,70000000,70000000,1,2015,2018,2015-03-12,2015-03-12,2018-03-12,2018-03-12,0,1096,568879942.34,4,USD,70000000,70000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P154981,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,1250000000,1250000000,1,2016,2020,2015-08-20,2016-02-11,2020-09-30,2020-09-30,0,1868,-462219194.28,114,USD,1250000000,1250000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P156858,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,1250000000,1250000000,1,2016,2020,2015-10-01,2016-02-11,2020-09-30,2020-09-30,0,1826,-305009328.12,114,USD,1250000000,1250000000,3,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P176387,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,350000000,350000000,1,2021,2021,2021-06-29,2021-06-24,2022-12-31,2022-12-31,0,550,-392355636.54,12,USD,350000000,350000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P177765,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,500000000,500000000,1,2022,2022,2022-01-12,2022-03-31,2023-06-30,2023-06-30,0,534,-793128929.92,4,USD,500000000,500000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P178591,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE,750000000,750000000,1,2022,2023,2022-10-31,2022-12-15,2025-12-29,2025-12-29,0,1155,-1227994785.92,4,USD,750000000,750000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P179214,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,PE,750000000,0,0,NA,NA,2023-07-07,2023-10-26,2026-11-30,2026-11-30,0,1242,-1323805359.1,4,USD,750000000,750000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,1,0
44000-P180554,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,PE,NA,NA,NA,NA,NA,2024-08-09,2024-08-09,2027-11-01,2027-11-01,0,1179,7513698.66,4,USD,500000000,0,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,NA,1
44000-P181263,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,PE,NA,NA,NA,NA,NA,2024-07-22,2025-03-26,2028-03-31,2028-03-31,0,1348,4582191.8,4,USD,500000000,0,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,NA,1
44000-P506131,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,PE,NA,NA,NA,NA,NA,2026-01-26,2026-01-26,2029-03-31,2029-03-31,0,1160,0,4,USD,500000000,0,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,NA,1
44000-P127433,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PL,NA,NA,NA,NA,NA,2012-05-29,2012-06-19,2013-06-30,2013-06-30,0,397,-853506449.54,4,USD,991400000,920325000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0.0716915473068388
44000-P146243,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PL,965800000,899010000,1,2014,2014,2014-05-22,2014-07-01,2015-12-31,2015-12-31,0,588,-1224970690.2,4,USD,965800000,899010000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.06915510457651686,0.06915510457651686
44000-P130459,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PL,NA,NA,NA,NA,NA,2013-05-30,2013-06-18,2014-06-30,2014-06-30,0,396,-1098967860.74,4,USD,1307800000,1327050000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,-0.014719376051383959
44000-P151007,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PY,100000000,100000000,1,2015,2017,2014-10-21,2015-03-18,2017-12-31,2017-12-31,0,1167,-97502395.26,4,USD,100000000,100000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P169505,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PY,200000000,200000000,1,2020,2020,2019-07-18,2020-03-19,2023-06-30,2023-06-30,0,1443,-280710183.48,42,USD,200000000,200000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P178285,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PY,240000000,240000000,1,2022,2023,2022-07-15,2022-06-30,2023-12-15,2023-12-15,0,518,-390950306.14,4,USD,240000000,240000000.00000003,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,-2.220446049250313e-16
44000-P508227,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,PY,NA,NA,NA,NA,NA,2025-08-08,2025-08-08,2027-02-08,2027-02-08,0,549,0,4,USD,150000000,0,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,NA,1
44000-P165717,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PG,150000000,147989556,1,2018,2018,2018-08-31,2018-10-25,2020-03-31,2020-03-31,0,578,-224926011.82,4,USD,150000000,147989556,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.013402959999999964,0.013402959999999964
44000-P174347,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PG,100000000,98337639,1,2021,2021,2020-09-15,2021-06-28,2022-09-30,2022-09-30,0,745,-180390392.26,4,USD,100000000,98337639,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.01662361000000001,0.01662361000000001
44000-P507527,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,PG,NA,NA,NA,NA,NA,2025-12-11,2025-12-11,2028-12-31,2028-12-31,0,1116,-200196660,4,USD,150000000,100098330,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,NA,0.3326778
44000-P130051,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RO,0,408105000,1,2014,2014,2012-05-29,2012-06-12,2014-10-27,2014-10-27,0,881,-1787321738.82,4,USD,1333300000,1370150000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,-0.027638190954773822
44000-P148957,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RO,1034800000,843900000,1,2014,2015,2014-05-06,2014-05-22,2015-12-31,2015-12-31,0,604,-1212207740.62,100,USD,1034800000,843900000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.18448009277155009,0.18448009277155009
44000-P149776,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RO,558270000,593050000,1,2016,2017,2015-06-11,2016-12-15,2017-12-31,2017-12-31,0,934,-885240014.48,4,USD,558270000,593050000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,-0.062299604134200326,-0.062299604134200326
44000-P166303,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RO,493060000,437050000,1,2018,2020,2018-05-31,2018-06-26,2021-12-31,2021-12-31,0,1310,-694861999.32,84,USD,493060000,437050000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.11359672250841679,0.11359672250841679
44000-P178912,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RO,641700000,633240000,1,2022,2022,2022-06-30,2022-06-30,2023-09-30,2023-09-30,0,457,-1103057033.58,4,USD,641700000,633240000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.013183730715287556,0.013183730715287556
44000-P179297,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RO,650000000,638304960,1,2023,2023,2023-09-29,2023-06-30,2024-09-30,2024-09-30,0,367,-1158727668.32,4,USD,650000000,638304960,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.01799236923076919,0.01799236923076919
44000-P181517,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,RO,NA,NA,NA,NA,NA,2024-09-30,2024-07-25,2026-12-31,2026-12-31,0,822,-1198568744.74,4,USD,650000000,628875270,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,NA,0.0324995846153846
44000-P502111,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,RO,NA,NA,NA,NA,NA,2024-09-19,2024-09-19,2027-12-31,2027-12-31,0,1198,-649720998.34,4,USD,500000000,346238450,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,NA,0.30752310000000005
44000-P513191,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,RO,NA,NA,NA,NA,NA,2026-03-30,2026-03-30,2027-06-30,2027-06-30,0,457,0,4,USD,650000000,0,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,0,NA,1
44000-P127408,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RS,100000000,101458112.99999999,1,2015,2015,2012-09-06,2015-03-24,2016-03-31,2016-03-31,0,1302,-114541236.82,100,USD,100000000,101458113,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,-0.014581129999999831,-0.014581130000000053
44000-P149750,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RS,100000000,96944859,1,2016,2017,2015-07-15,2016-10-25,2017-12-31,2017-12-31,0,900,-161442204.7,4,USD,100000000,96944859,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.030551409999999946,0.030551409999999946
44000-P155694,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RS,200000000,207516660,1,2017,2017,2016-04-20,2017-01-18,2018-03-31,2018-03-31,0,710,-341921726.46,4,USD,200000000,207516660,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,-0.0375833000000001,-0.0375833000000001
44000-P157489,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RS,70000000,74903460,1,2017,2020,2017-07-28,2017-05-03,2020-10-31,2020-10-31,0,1191,-125846113.36,100,USD,70000000,74903460,3,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,-0.0700494285714286,-0.0700494285714286
44000-P161184,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RS,200000000,182559500,1,2018,2019,2017-10-03,2018-03-20,2019-08-30,2019-08-30,0,696,-309826606.82,6,USD,200000000,182559500,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.08720249999999996,0.08720249999999996
44000-P164575,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RS,100000000,93083303,1,2021,2021,2021-04-29,2021-04-29,2022-12-31,2022-12-31,0,611,-152088700.86,4,USD,100000000,93083303,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.06916697000000005,0.06916697000000005
44000-P177410,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RS,160000000,405180,1,2023,2023,2022-04-19,2023-03-09,2024-06-30,2024-06-30,0,803,-299201163.84,4,USD,160000000,160457008,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0.997467625,-0.002856299999999923
44000-P178115,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RS,NA,NA,NA,NA,NA,2025-03-06,2025-03-06,2026-03-31,2026-03-31,0,390,-358089211.9,4,USD,160000000,181263021,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,-0.13289388125
44000-P125943,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2011-07-26,2011-09-13,2014-10-31,2014-10-31,0,1193,-353112247.64,100,USD,500000000,500000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,0
44000-P126580,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,0,500000000,1,2014,2023,2012-05-22,2013-03-19,2015-06-30,2015-06-30,0,1134,-1745166972.5,4,USD,799999999.9999999,800000000,4,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,NA,-2.220446049250313e-16
44000-P147803,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,300000000,300000000,1,2014,2023,2014-05-30,2014-09-26,2015-12-31,2015-12-31,0,580,-314058966.86,4,USD,300000000,300000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P155656,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,500000000,500000000,1,2015,2018,2015-09-24,2015-12-22,2020-03-30,2020-03-30,0,1649,-676498772.22,4,USD,500000000,500000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P167651,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,450000000,450000000,1,2019,2023,2018-09-28,2019-03-15,2020-03-31,2020-03-31,0,550,-658386986.08,4,USD,450000000,450000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P170052,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,400000000,400000000,1,2019,2023,2019-11-15,2019-12-17,2021-03-31,2021-03-31,0,502,-593790951.74,36,USD,400000000,400000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P170914,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,600000000,600000000,1,2020,2023,2020-12-15,2020-12-16,2022-03-31,2022-03-31,0,471,-830399536.94,24,USD,600000000,600000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P171440,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,500000000,500000000,1,2020,2023,2020-05-15,2020-04-09,2022-06-30,2022-06-30,0,776,-741719412.52,4,USD,500000000,500000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P174120,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,500000000,500000000,1,2020,2023,2020-05-20,2020-05-28,2021-06-30,2021-06-30,0,406,-739636677.48,32,USD,500000000,500000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P175008,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,400000000,400000000,1,2021,2023,2021-07-14,2021-06-24,2022-06-30,2022-06-30,0,351,-620107408.98,12,USD,400000000,400000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P175360,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,600000000,600000000,1,2023,2023,2022-12-20,2023-01-30,2024-06-30,2024-06-30,0,558,-982864732.3,4,USD,600000000,600000000,1,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P176891,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,600000000,600000000,1,2021,2023,2021-12-15,2021-12-10,2023-03-31,2023-03-31,0,471,-936433033.92,4,USD,600000000,600000000,2,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
44000-P177125,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH,500000000,500000000,1,2021,2023,2021-10-28,2021-11-17,2023-09-04,2023-09-04,0,676,-793842087.1,4,USD,500000000,500000000,3,NA,NA,NA,NA,5,2,Multilateral (inflows),1,0,1,0,0
