iatiidentifier,donor_ref,donor,x1_donor_type,modality,status_code,status_name,recipient_main,commitment_usd,disbursement_usd,n_disb_years,first_disb_year,last_disb_year,y1_gap,planned_end,actual_end,y2_early_days,budget_orig,budget_ccy,n_budget_lines,cp_eligible,planned_start,actual_start
44000-P127332,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PA,0,0.0,0,,,,2014-06-30,2014-06-30,0,-12722631.4,USD,4,0,2012-04-05,2013-03-26
44000-P127408,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RS,100000000.0,101458113.0,1,2015,2015,-0.01458113,2016-03-31,2016-03-31,0,-114541236.82,USD,100,0,2012-09-06,2015-03-24
44000-P127411,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CV,15500000.0,15565514.0,1,2014,2014,-0.0042267096774193545,2014-12-31,2014-12-31,0,-27295375.9,USD,4,0,2010-11-30,2014-04-22
44000-P127433,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PL,,,,,,,2013-06-30,2013-06-30,0,-853506449.54,USD,4,0,2012-05-29,2012-06-19
44000-P127449,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CI,,,,,,,2013-12-31,2013-12-31,0,-89150618.86,USD,4,0,2012-07-12,2013-08-30
44000-P127665,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,HR,206800000.0,202102500.0,1,2014,2014,0.022715183752417795,2014-08-31,2014-08-31,0,-341713910.64,USD,100,0,2013-01-31,2014-04-29
44000-P127754,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AM,,,,,,,2014-03-31,2014-03-31,0,-56029284.86,USD,4,0,2013-01-22,2013-11-07
44000-P127787,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TR,,,,,,,2014-06-30,2014-06-30,0,-711630403.78,USD,4,0,2012-07-19,2013-06-06
44000-P127822,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,,,,,,,2014-03-15,2014-03-15,0,-235920770.92,USD,100,0,2012-09-27,2013-03-27
44000-P127955,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,,,,,,,2013-12-31,2013-12-31,0,-162438123.86,USD,100,0,2013-02-28,2013-02-14
44000-P127956,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,,,,,,,2014-12-31,2014-12-31,0,-400401191.36,USD,4,0,2012-12-18,2013-12-19
44000-P128140,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MU,,,,,,,2014-06-30,2014-06-30,0,321648.5,USD,4,0,2013-03-25,2013-03-27
44000-P128251,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TN,,,,,,,2013-12-31,2013-12-31,0,-577813022.1,USD,4,0,2012-05-31,2012-11-27
44000-P128258,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PK,600000000.0,603789088.0,1,2014,2014,-0.006315146666666667,2015-06-30,2015-06-30,0,-725465190.62,USD,4,0,2013-11-21,2014-05-01
44000-P128284,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SN,,,,,,,2014-03-31,2014-03-31,0,-93870916.18,USD,4,0,2012-07-25,2012-12-20
44000-P128434,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MZ,,,,,,,2013-06-30,2013-06-30,0,-83844518.94,USD,4,0,2012-11-06,2013-01-24
44000-P129489,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MZ,,,,,,,2013-12-31,2013-12-31,0,-84922735.56,USD,4,0,2013-03-29,2013-04-25
44000-P129597,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GE,,,,,,,2013-03-31,2013-03-31,0,-40417428.74,USD,4,0,2012-07-26,2012-07-19
44000-P129652,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,0,0.0,0,,,,2014-12-31,2014-12-31,0,-78406800.56,USD,4,0,2013-02-21,2013-05-21
44000-P130012,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NG,0,101760555.0,1,2014,2014,,2015-03-31,2015-03-31,0,-175990690.98,USD,4,0,2012-11-15,2013-06-28
44000-P130048,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,ID,0,2000000000.0,1,2015,2015,,2015-12-31,2015-12-31,0,501326510.78,USD,4,0,2012-04-25,2012-05-15
44000-P130051,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RO,0,408105000.0,1,2014,2014,,2014-10-27,2014-10-27,0,-1787321738.82,USD,4,0,2012-05-29,2012-06-12
44000-P130459,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PL,,,,,,,2014-06-30,2014-06-30,0,-1098967860.74,USD,4,0,2013-05-30,2013-06-18
44000-P130847,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MK,50000000.0,48563597.0,1,2014,2014,0.02872806,2014-10-30,2014-10-30,0,-42995938.7,USD,100,0,2013-09-12,2014-03-13
44000-P130903,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,,,,,,,2014-12-31,2014-12-31,0,-270573461.52,USD,4,0,2012-12-18,2013-10-29
44000-P130972,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CO,0,0.0,0,,,,2013-06-30,2013-06-30,0,-216060166.68,USD,4,0,2012-12-13,2012-12-13
44000-P131028,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PE,,,,,,,2013-12-31,2013-12-31,0,6471366.74,USD,4,0,2012-11-15,2012-12-13
44000-P131212,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MZ,,,,,,,2014-03-31,2014-03-31,0,-195710999.68,USD,4,0,2013-05-20,2013-07-16
44000-P131440,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,UY,0,260000000.0,1,2019,2019,,2019-06-30,2019-06-30,0,61160407.92,USD,100,0,2012-10-23,2012-11-13
44000-P131688,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KM,3800000.0,3851950.0,1,2014,2014,-0.013671052631578947,2014-12-30,2014-12-30,0,-7703900.0,USD,100,0,2013-11-14,2014-04-29
44000-P131763,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GT,,,,,,,2013-12-31,2013-12-31,0,-86528536.5,USD,100,0,2012-09-27,2012-09-27
44000-P131775,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,VN,70000000.0,66054828.0,1,2014,2014,0.0563596,2015-09-30,2015-09-30,0,-58121359.56,USD,4,0,2014-02-20,2014-06-30
44000-P132208,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TG,0,13450216.0,1,2014,2014,,2016-06-30,2016-06-30,0,-23505230.2,USD,4,0,2013-03-21,2013-12-05
44000-P132510,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MU,0,16103959.0,1,2014,2014,,2014-06-30,2014-06-30,0,-7898397.42,USD,4,0,2013-04-25,2013-03-27
44000-P132709,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TN,250000000.0,242507719.0,1,2014,2014,0.029969124,2015-06-30,2015-06-30,0,-332011787.42,USD,4,0,2013-09-12,2014-04-29
44000-P132757,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NE,-1546.0,0,0,,,,2014-06-30,2014-06-30,0,-86273360.7,USD,4,0,2013-03-26,2013-04-30
44000-P132768,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,,,,,,,2014-09-30,2014-09-30,0,-397776652.68,USD,4,0,2013-07-18,2013-06-25
44000-P132786,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BJ,20000000.0,20030555.0,1,2014,2014,-0.00152775,2014-12-31,2014-12-31,0,-35538246.0,USD,4,0,2013-11-05,2014-03-11
44000-P133107,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SL,-37615.0,25128243.0,1,2014,2014,,2015-06-30,2015-06-30,0,-181256.0,USD,100,0,2013-03-28,2013-12-23
44000-P133664,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GH,150000000.0,151757276.0,1,2015,2015,-0.011715173333333334,2016-11-30,2016-11-30,0,-186936395.08,USD,4,0,2013-01-07,2015-06-30
44000-P133687,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MZ,25000000.0,23759082.0,1,2014,2014,0.04963672,2015-06-30,2015-06-30,0,-41571602.94,USD,4,0,2013-09-26,2014-07-15
44000-P133738,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GT,340000000.0,340000000.0,1,2015,2015,0.0,2015-03-31,2015-03-31,0,-349417279.6,USD,100,0,2013-07-18,2014-06-17
44000-P133798,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TZ,100000000.0,99994329.0,1,2015,2015,5.671e-05,2015-12-31,2015-12-31,0,-154780961.34,USD,4,0,2013-11-26,2015-06-23
44000-P143040,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AM,75000000.0,75000000.0,1,2014,2014,0.0,2015-03-31,2015-03-31,0,-92597889.78,USD,4,0,2014-09-25,2014-11-12
44000-P143060,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GE,,,,,,,2014-03-31,2014-03-31,0,-52529161.06,USD,4,0,2013-07-25,2013-06-27
44000-P143283,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MD,30000000.0,30220413.0,2,2014,2019,-0.0073471,2014-10-31,2014-10-31,0,-34480564.42,USD,4,0,2014-03-27,2014-03-28
44000-P143645,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TZ,,,,,,,2014-06-30,2014-06-30,0,-168931983.28,USD,4,0,2013-02-15,2013-03-26
44000-P143781,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CI,69999845.0,68518299.0,2,2014,2015,0.021164989722477243,2015-06-30,2015-06-30,0,-104452750.18,USD,4,0,2013-12-17,2014-12-04
44000-P144185,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,100000000.0,93020495.0,1,2014,2014,0.06979505,2015-12-31,2015-12-31,0,-118757661.3,USD,4,0,2013-12-12,2014-08-26
44000-P144601,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TO,0,5246370.0,1,2014,2014,,2014-06-30,2014-06-30,0,-9839963.58,USD,4,0,2013-11-14,2013-11-18
44000-P144602,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KI,0,5279344.0,1,2014,2014,,2014-06-30,2014-06-30,0,-10558687.78,USD,4,0,2013-12-05,2013-12-11
44000-P144675,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,VN,200000000.0,200000000.0,2,2014,2015,0.0,2015-07-31,2015-07-31,0,-182292020.62,USD,100,0,2013-12-13,2014-06-30
44000-P145251,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NE,70000000.0,69970546.0,2,2014,2015,0.0004207714285714286,2015-06-30,2015-06-30,0,-139941092.1,USD,4,0,2014-04-08,2014-03-21
44000-P145254,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TZ,100000000.0,100430168.0,1,2014,2014,-0.00430168,2015-06-30,2015-06-30,0,-178258956.3,USD,4,0,2014-02-18,2014-03-21
44000-P145275,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,ML,63000000.0,56874232.0,1,2015,2015,0.0972344126984127,2015-06-30,2015-06-30,0,-97859870.36,USD,4,0,2014-04-29,2014-11-18
44000-P145488,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TV,0,3083420.0,1,2014,2014,,2014-06-30,2014-06-30,0,-6166840.0,USD,4,0,2013-09-26,2013-11-22
44000-P145605,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CO,0,0.0,0,,,,2014-12-31,2014-12-31,0,-812877666.7,USD,4,0,2013-08-29,2013-09-06
44000-P145766,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CO,700000000.0,700000000.0,1,2014,2014,0.0,2015-12-31,2015-12-31,0,-1033206611.16,USD,4,0,2014-07-08,2014-12-12
44000-P145995,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,JM,,,,,,,2014-06-30,2014-06-30,0,-102999598.04,USD,4,0,2014-01-16,2013-12-12
44000-P146095,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,VN,250000000.0,236452902.0,1,2014,2014,0.054188392,2015-01-31,2015-01-31,0,-207310722.44,USD,4,0,2014-03-18,2014-06-05
44000-P146243,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PL,965800000.0,899010000.0,1,2014,2014,0.06915510457651687,2015-12-31,2015-12-31,0,-1224970690.2,USD,4,0,2014-05-22,2014-07-01
44000-P146280,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AL,100000000.0,96279915.0,1,2014,2014,0.03720085,2015-06-30,2015-06-30,0,-116128588.48,USD,4,0,2014-05-28,2014-05-15
44000-P146322,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TR,500000000.0,462464750.0,1,2014,2014,0.0750705,2015-06-30,2015-06-30,0,-431534016.44,USD,4,0,2014-05-30,2014-07-24
44000-P146398,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MZ,50000000.0,47351800.0,1,2015,2015,0.052964,2015-06-30,2015-06-30,0,-83078225.6,USD,100,0,2014-07-24,2014-12-23
44000-P146452,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RW,70000000.0,70829850.0,1,2014,2014,-0.011855,2015-06-30,2015-06-30,0,-131160251.76,USD,4,0,2014-03-25,2014-03-13
44000-P146537,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MZ,110000000.0,108073020.0,1,2014,2014,0.017518,2015-03-31,2015-03-31,0,-190336140.8,USD,4,0,2014-04-23,2014-12-05
44000-P146640,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BF,0,100234568.0,1,2014,2014,,2014-06-30,2014-06-30,0,-187793668.88,USD,4,0,2013-12-05,2013-12-05
44000-P146665,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BJ,20000000.0,19973720.0,1,2016,2016,0.001314,2016-06-30,2016-06-30,0,-31153017.78,USD,4,0,2015-03-17,2015-03-17
44000-P146726,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SL,30000000.0,29930152.0,1,2014,2014,0.0023282666666666666,2015-12-31,2015-12-31,0,-59860304.0,USD,4,0,2014-03-27,2014-12-17
44000-P146740,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BA,50000000.0,42492510.0,1,2015,2015,0.1501498,2015-12-31,2015-12-31,0,-62601652.36,USD,100,0,2014-02-20,2014-10-03
44000-P146930,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MZ,50000000.0,47826648.0,1,2015,2015,0.04346704,2016-03-28,2016-03-28,0,-73995448.54,USD,4,0,2014-07-03,2015-03-30
44000-P146942,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PA,0,200000000.0,1,2014,2014,,2015-01-30,2015-01-30,0,-42190450.72,USD,4,0,2014-01-23,2013-12-30
44000-P146981,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,200000000.0,200000000.0,1,2016,2016,0.0,2017-08-31,2017-08-31,0,-113533085.72,USD,4,0,2014-03-14,2015-12-21
44000-P147015,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CV,10000000.0,10138680.0,1,2015,2015,-0.013868,2015-12-31,2015-12-31,0,-18287904.86,USD,4,0,2014-07-22,2015-06-16
44000-P147152,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GD,15000000.0,14991447.0,1,2014,2014,0.0005702,2015-06-29,2015-06-29,0,-26576143.42,USD,4,0,2014-01-17,2014-06-30
44000-P147226,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AL,120000000.0,115511270.0,1,2014,2014,0.03740608333333333,2015-12-30,2015-12-30,0,-141192372.92,USD,4,0,2014-05-29,2014-05-29
44000-P147244,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MX,0,300751880.0,1,2014,2014,,2015-09-30,2015-09-30,0,74781626.04,USD,100,0,2013-12-23,2013-12-16
44000-P147257,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,300000000.0,291073945.0,1,2014,2014,0.029753516666666667,2014-12-31,2014-12-31,0,-398167515.62,USD,4,0,2014-04-24,2014-04-29
44000-P147454,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,LK,102000000.0,102000000.0,2,2014,2016,0.0,2017-05-31,2017-05-31,0,-48342262.82,USD,4,0,2014-03-27,2014-04-22
44000-P147557,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PK,400000000.0,402406950.0,1,2014,2014,-0.006017375,2015-06-30,2015-06-30,0,-483404017.0,USD,4,0,2014-01-30,2014-05-01
44000-P147695,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,,,,,,,2016-01-31,2016-01-31,0,-493657801.0,USD,4,0,2013-12-04,2013-11-21
44000-P147803,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PH,300000000.0,300000000.0,1,2015,2015,0.0,2015-12-31,2015-12-31,0,-314058966.86,USD,4,0,2014-05-30,2014-09-26
44000-P147806,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BT,20000000.0,20068048.0,1,2015,2015,-0.0034024,2016-03-31,2016-03-31,0,-24494424.26,USD,4,0,2014-10-15,2015-06-17
44000-P147913,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,0,119375000.0,1,2014,2014,,2015-07-31,2015-07-31,0,-166604305.66,USD,4,0,2013-12-12,2013-12-05
44000-P147979,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,216000000.0,216000000.0,1,2014,2014,0.0,2016-01-31,2016-01-31,0,-151900585.46,USD,4,0,2014-03-20,2014-05-23
44000-P147984,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,400000000.0,400000000.0,1,2014,2014,0.0,2016-01-31,2016-01-31,0,-339184979.08,USD,4,0,2014-05-13,2014-07-30
44000-P148083,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,280000000.0,280000000.0,1,2014,2014,0.0,2015-12-31,2015-12-31,0,-272214972.34,USD,4,0,2014-05-22,2014-06-27
44000-P148099,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KG,24000000.0,23174775.0,1,2016,2016,0.034384375,2017-09-01,2017-09-01,0,-41387390.46,USD,4,0,2015-04-21,2016-07-07
44000-P148642,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,130000000.0,116040061.0,1,2015,2015,0.10738414615384616,2015-12-31,2015-12-31,0,-126663341.28,USD,4,0,2015-02-26,2015-02-12
44000-P148861,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SC,7000000.0,7000000.0,2,2015,2020,0.0,2020-09-30,2020-09-30,0,-11577663.58,USD,148,0,2014-07-07,2014-09-26
44000-P148957,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RO,1034800000.0,843900000.0,1,2015,2015,0.18448009277155006,2015-12-31,2015-12-31,0,-1212207740.62,USD,100,0,2014-05-06,2014-05-22
44000-P149555,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MD,45000000.0,44615970.0,1,2016,2016,0.008534,2017-09-30,2017-09-30,0,-56892513.96,USD,4,0,2014-10-02,2016-12-16
44000-P149609,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CO,700000000.0,700000000.0,2,2014,2015,0.0,2017-06-30,2017-06-30,0,-1012962611.48,USD,4,0,2014-11-03,2014-12-12
44000-P149747,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,300000000.0,300000000.0,1,2016,2016,0.0,2016-12-31,2016-12-31,0,-265868658.34,USD,4,0,2015-07-30,2015-12-18
44000-P149750,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RS,100000000.0,96944859.0,1,2017,2017,0.03055141,2017-12-31,2017-12-31,0,-161442204.7,USD,4,0,2015-07-15,2016-10-25
44000-P149768,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BA,80000000.0,91811444.0,1,2018,2018,-0.14764305,2018-03-31,2018-03-31,0,-137271936.5,USD,4,0,2014-12-18,2017-03-23
44000-P149770,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,WS,7500000.0,6926542.0,1,2015,2015,0.07646106666666666,2015-09-30,2015-09-30,0,-13853084.0,USD,4,0,2014-08-21,2014-09-22
44000-P149776,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RO,558270000.0,593050000.0,1,2017,2017,-0.0622996041342003,2017-12-31,2017-12-31,0,-885240014.48,USD,4,0,2015-06-11,2016-12-15
44000-P149831,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PE,70000000.0,70000000.0,1,2018,2018,0.0,2018-03-12,2018-03-12,0,568879942.34,USD,4,0,2015-03-12,2015-03-12
44000-P149886,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SB,5000000.0,4580994.0,1,2015,2015,0.0838012,2015-12-31,2015-12-31,0,-9161988.0,USD,4,0,2014-11-20,2014-11-21
44000-P149888,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KI,3000000.0,2878470.0,1,2015,2015,0.04051,2015-06-30,2015-06-30,0,-27756940.0,USD,4,0,2014-08-29,2014-11-14
44000-P149963,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TO,5000000.0,4968726.0,1,2014,2014,0.0062548,2015-12-31,2015-12-31,0,-29408182.3,USD,4,0,2014-10-29,2014-10-29
44000-P149991,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GE,60000000.0,60000000.0,1,2015,2015,0.0,2015-12-31,2015-12-31,0,-73461062.58,USD,4,0,2015-06-18,2015-04-28
44000-P149998,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GE,60000000.0,60000000.0,1,2015,2015,0.0,2015-12-31,2015-12-31,0,-73465185.58,USD,4,0,2015-02-25,2015-04-28
44000-P150009,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TZ,80000000.0,79496064.0,1,2015,2015,0.0062992,2016-08-31,2016-08-31,0,-125442332.88,USD,4,0,2015-03-25,2015-09-03
44000-P150194,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TV,4500000.0,4604534.0,2,2015,2016,-0.023229777777777776,2016-12-31,2016-12-31,0,-15209067.84,USD,4,0,2015-01-26,2015-03-26
44000-P150313,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,UA,750000000.0,750000000.0,1,2014,2014,0.0,2014-10-31,2014-10-31,0,-256146572.42,USD,4,0,2014-08-07,2014-05-22
44000-P150475,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CO,700000000.0,700704760.0,1,2015,2015,-0.0010068,2016-10-31,2016-10-31,0,-1220917598.42,USD,4,0,2015-04-27,2015-09-30
44000-P150503,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MG,45000000.0,44175590.0,1,2014,2014,0.018320222222222224,2015-12-30,2015-12-30,0,-67319429.08,USD,100,0,2014-09-11,2014-12-18
44000-P150677,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,UA,500000000.0,500000000.0,1,2014,2014,0.0,2014-11-30,2014-11-30,0,-180867197.54,USD,4,0,2014-10-15,2014-08-07
44000-P150751,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BO,200000000.0,197180858.0,1,2015,2015,0.01409571,2016-07-15,2016-07-15,0,-228688926.14,USD,4,0,2014-08-19,2015-02-24
44000-P150924,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KM,2997298.0,3091824.0,1,2015,2015,-0.031537071055330504,2016-12-31,2016-12-31,0,-6178243.86,USD,4,0,2015-04-30,2015-06-02
44000-P150941,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BI,25000000.0,23802516.0,1,2015,2015,0.04789936,2015-12-31,2015-12-31,0,-47605032.0,USD,4,0,2014-11-25,2015-01-13
44000-P150950,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TN,500000000.0,497634433.0,1,2015,2015,0.004731134,2016-12-31,2016-12-31,0,-746510992.66,USD,4,0,2014-10-30,2015-10-01
44000-P151007,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PY,100000000.0,100000000.0,2,2016,2017,0.0,2017-12-31,2017-12-31,0,-97502395.26,USD,4,0,2014-10-21,2015-03-18
44000-P151275,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BF,99999656.0,99019092.0,1,2015,2015,0.009805673731517637,2015-12-31,2015-12-31,0,-174017071.64,USD,4,0,2014-11-25,2015-04-02
44000-P151279,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RW,70000000.0,66240910.0,1,2015,2015,0.053701285714285715,2016-03-31,2016-03-31,0,-99767428.44,USD,4,0,2015-03-12,2015-01-22
44000-P151448,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,JM,75000000.0,75000000.0,1,2015,2015,0.0,2015-12-31,2015-12-31,0,-79186118.36,USD,4,0,2014-10-16,2015-03-03
44000-P151480,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NG,75000000.0,74396673.0,1,2016,2016,0.00804436,2016-12-31,2016-12-31,0,-89973526.4,USD,4,0,2015-01-26,2015-04-29
44000-P151487,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NE,80000000.0,77240520.0,1,2016,2016,0.0344935,2016-11-30,2016-11-30,0,-120528714.64,USD,4,0,2015-04-30,2015-12-03
44000-P151794,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GN,50000000.0,49236122.0,1,2014,2014,0.01527756,2015-06-30,2015-06-30,0,-93546120.34,USD,4,0,2015-12-15,2014-11-13
44000-P151803,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,HN,55000000.0,55000000.0,1,2014,2014,0.0,2016-03-01,2016-03-01,0,-54113423.6,USD,4,0,2015-03-31,2014-12-09
44000-P151804,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PA,300000000.0,300000000.0,1,2015,2015,0.0,2016-04-30,2016-04-30,0,-128516052.5,USD,4,0,2015-06-02,2015-04-07
44000-P151821,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GD,15000000.0,14993960.0,1,2015,2015,0.0004026666666666667,2016-11-30,2016-11-30,0,-23882750.06,USD,4,0,2015-03-27,2015-10-28
44000-P152021,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PK,500000000.0,489390304.0,1,2015,2015,0.021219392,2016-12-31,2016-12-31,0,-610415446.38,USD,100,0,2015-05-28,2015-11-12
44000-P152064,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AL,100000000.0,100000000.0,1,2017,2017,0.0,2018-03-31,2018-03-31,0,-110488043.38,USD,4,0,2015-09-23,2017-03-13
44000-P152440,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KG,24000000.0,23313675.0,1,2015,2015,0.028596875,2016-01-31,2016-01-31,0,-40499850.76,USD,4,0,2015-01-29,2015-01-29
44000-P153084,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MG,55000000.0,54642284.0,1,2015,2015,0.006503927272727273,2016-12-30,2016-12-30,0,-86315436.34,USD,4,0,2015-11-17,2015-12-10
44000-P153203,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,150000000.0,150000000.0,1,2016,2016,0.0,2017-07-31,2017-07-31,0,-121732474.74,USD,4,0,2015-05-29,2015-12-03
44000-P153234,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AM,50000000.0,50000000.0,1,2015,2015,0.0,2016-11-30,2016-11-30,0,-63329986.56,USD,4,0,2015-11-16,2015-12-09
